Monatharam srestsa rajathumekada. Maha Rawana Raju. Ai minissune amathaka...,0
Hama agamakatama hama sanskruthiyakatama garu kireema.ethana thamai ape pawathma.,0
Me boy wagema train kaduna welawe udaw karapu minissu thawa ati..,0
Oya wage ayata lankawa wage rataka anagathedi thanak tiyeida kiyala kiyanna be malli..budusaranai,0
Honda Wadak.me video eken kiyanna hadapu de terum ganna beri moda minissu eka eka katha kiyai.ganan ganna epa.e ape minissunge hati.,0
ape samahara nugat drivers la nisa chatar lankawa !,1
Api me loke kothanada inne kiyala hithenawa neda ?,0
Thawath minihek geana hithana minissu innawanam mee puja bumiya apirisidu wenne nee,0
kawda oi me giriya yatin ka gahana eka :p epa wenawa,0
Monna Hutthakda oi me.,1
niyama weerayek obata niwansuwa,0
Naduwa ahpu ekata sapavewa..,1
Mewage aluthen hithana minissu nohitiyanm ubala coment karanne paken thama.......,1
Kohamada huttho meka pare dagena yanne,1
Meka aluth product launch ekak karanna gahapu AD ekak,0
anushage katata denna thibanm,1
Ohoma daala tommorowland 1 4tos danna epa huththo sahara flash ghanne owage,1
lankawe kalakanni ekka oka adugane awruddakwat oya widiyatama thibboth hodai,1
Monawa genawath ape kalakanni minissu masen deken kanawa.,1
Mewa kala dai dawasata dekata kohaka gon hathikarayakne rate inne,1
Mewa hodata pavichchi kerapiyau moda haththa lankawe nama katha kerane moda harakta wadiyan,1
Lankawe un kapu beepu ewa ethanama rena unt a mewa hariyaida,1
"kuhaka jathiyata kawadawath hoda de denna ba,un wenasa karala danawa owa,",1
Mewata balu postra kiyana eunta therenne nadda mewaye inne ballo kiyala.ungema aya thamayi mewata balu bostra kiyanne.,1
Podi minihek jeewathwenna gahakin gediyak kadan kewath hire dana me wage kalakanni podu depala winasa karanakota balan inna pake niwata asikkitha ratak lankawa..thu nodakin..,1
Awajathaka heththa.....munta chande dena apitama thama gaha ganna oni.....,1
Mona pakaya hada kauwada danne Na.ath me rata nidahas kara gaththa me wage minihek gen athal ganna apa,1
munta puluvanda rata hadanna gahanna oni bombayak ivarayak venna,1
"Pau kara kalakannima hetikaraya , pallma pall hora awastawadi musalayo .",1
Ai ban unp un chandyakata baya kepuwat kola kiyana harak tama unp ekata kade yanne mokda meccara ratata kelawapu raniltane mun kade yanne lajjai bn,1
! Kalakanni thopita dn wenasa sepada?apida sirawa genawe?wesa heththata rate thiyena wena kisima prashnayak lokuth ne mathakath ne ponna unp heththa,1
Ithin ara ranil kiyana lokuma pissai fb eke hitiya 100%niweradi leader knk balaporoththu wechchi pattama gon adminla tikai nisa thama me,1
Mokaedda mme kala kaniyek ai yako eka wisuruwama baya hitapalla 5pennenna danwath ara bahirawayata arliyagahamaduren yanna kiyapalla,1
Pala pala muhudu higanna ubala kade yanne ratakata hodak wena dekata neme ubala salli maththema merena huththige puthalaa,1
Salli malu delath ganna bari una bahuthare pissu pakayata una hadenawa u n p karayo akathu unama.,1
Pissu hedanawa toge pake pag eka unp ekaka kiyala dannawanam oka balannewat ne den fb eka adan netuwa ammage thurulata wela adapan samanalayooo,1
munva melokayata jataka karpu demaupiyange veradda.putha,1
yaluwane mage youtube channel eka subcribe karanna,0
Meka magull geyak nema badu pott ekak,1
Nodakin lankawe inna hodama wesiyo taka,1
Wadagath news tiyenawa nam dapan mchan me wage chater ewa noda,0
Munta hikennama Gahanna Ona. Munthamai Dan hadena lamai narak karanne,1
mun badina unta harak paiyyak welala puke arinta one.yako mun ganu wage inna pirimi yako,1
Lankawe hodama gone badu tikai e mada inna buruwo tikai,1
Samanalayoi ganikawoi akata akathu wechcha samajayak,1
Nodakin kalakaniyo ratama kanaws wesa badu,1
Ganikawo tika eka thenakata set wela. ganika wedding ekakata,1
Baduwak bandagatthama oka wenawa kiyala amuthuwen ugannanna oneda bn,1
mun hari asawen inne adagahapu gaman sari galawanna wesiyo,1
Meka me magulak newe kudu badu wesa atal 1k iyaaaa filt,1
kollani.prewesam.weyaw.tana.dekapennala.lannwenna.yanne.hukaala,1
raj pakayata hena hatha gahapan kiyala hithana eun me comment ekata like karanda,1
Api.punnci.rate.kawe.ganikaviyo.,1
"melo rahak na,apita adala nane anunge reddawal",0
Matath me wedin ekata awanm baduwak gahanda thibani...,1
Mun nam patta wesiyo tikak .ai mewata wiruddawa piyawarak ganna bari .mun ganu sanhayhiyatama lajjawak .mulu ratatama pililayak,1
Puduma kasillak munta thiyenne,1
munta mahasona gahalada diwawal adagana konda kadagana than aliyadagana prissu kalinna aka minihak thoraganin ganiya,1
polawa palagana yanna hithenawa yako me wa dekala thu nodaking,1
Nodaki mun mokkuda ma thamga gani wana akak akka miniya thawa akak akka jivithata dakkami ma waga wedding akak,1
Gon badu serama methana....police karayo ganika madam walata painawa .....harinm me gon badu tikai allanna one ponna police karayo,1
api dannawa ban meka fillt gei aran gon gaanigei sinduwak release karanna hadanne kiyala,1
yako filty thota maha awajathakayek. balapan umba anunge wedding ekaka anwashya widiyata bride wa kiss karana heti... meka lankawa yako... apita sanskruthiyak thiyenawa.,1
me enni lankawe enna superima ponnayoi superima wesaviyo thopita ohoma wela madi sadacharayak nathi awajathaka haththa ratata gilapina wedihata wadakarapan,1
filty kiyanne mokekda guu punchekne.mekath u wagema ui ara wili lajja nathi kaalakanni ganui ekathuwela karapu marketing ekak.amana wadak ithing .tharuuna paramparawai podi eunwai wanasanna hondai.hiiiiiiiiiiiiii thiyaganin kotte yata laksha dahaya.,1
"sri lankawe models la na, ahempitimma inne monawath karaganna deayak nathuwa jiwithe gon badu model vimai",1
Ara kaushi wesa haththa hithan inna akita witharai tanak thiyanna kiya wena gahnunta nathi widiyata mun wage vesa badu aa lankawe anith ghanun eliya dagana inna,1
Rata kanne desapaluwoi.badapu dawasema wateyana wesa badui.nodakin,1
Mewa.dakiddi.hithena.wa.kiyana.katha.aththa.kiyala.lajjawak.nathi.wrsiyo.achcharai.kiyanna.thiyennee,1
ponnayo raja wela.... ewith inna okkoma wesiyone.... thane eliye dagen... puka dila modeling karala prasidda unama un hari genu kiyala hithan inne.... keri badu.... owa dekkama negala thiyena paiyath bahinawa,1
Sachini akkage dance eka nis thma meka balnna awe ..eth patta song eka .....suba gaman ayyee,0
Vedio ekak karanna epa..meka me widihata lassanai.mn hoya hoya htye meka..vedio ekak karala sinduwa knna epa plzzz,0
"Supiri, oya maruvata sindu kiyanavaa supiri",0
.gdk lassanayi..deweni kotasak karanna..denna ekathu wena ekak...me dennam dala e song eka karana,0
Ammo ekadigata 25 parak song eka ahuwa marama lassanai ayiya wish you all the best. Wow suberb,0
lassanai...... eth ai eyala anthimedi hambenne naththe.....ekata dukaaaaaaaaaaaaai.....,0
Sinduwa maru athtama hithta wadinwa dn tiyenna adana sindu wage neme kiyka wedak ne.api machan team ekath oyth suba pathanawa..ela,0
Fatta sinduwe theruma nm kiyala wadak na me wage kathawak dala sinduwa haduwat godak thx meka nm matama gahala wage,0
...attma pattai aiye...supiriytma wade karala tinawa.... niymatema hoda kolitiyak tinwa...,0
Ada kale hadena godak pissu aklpa darana e pissu sankalpa darshnika lesa sadarnaya karanna u sindu athra me wage sinduwk ape pinkata aiya dunna kiyla kiynn puluwn,0
"Lassana voice ekak thiyena,eh wagema lassana roopa rachanawak thiyena meh wage dewal thamai api hamoma age karanne one....harsha withanage kiyanne danata lankawen bihiunu ragadhari shayiliyen,rock shayiliyen goda nagunu best artist kenek........",0
"hodama nirmanayak.music , singing patta.thanks widinna puluwan song 1k apata dunnata.",0
Den thiyena songs ekka baladdi methakadi asawen balapu ekama song eka,0
Patta aah eth kellata gahapu kammul paaranam darunuwatama thibba,0
ahpu lassana sinduwak. ..hoda nirmanyak. ...harsha aiye digatma oywage wenas nirmana karna. .jaya wewa. .,0
ubata ekak kiyannam .... parissamin hitapan. kasun kalhara dawasaka beelama marunama e thanata enna ona ekama eka uba.. adarei palenna,0
Supirima song ekak Kaalekata passe apu supirima sinhala song eka ..Digatama me wage lassana nirmana balaporoththu wenawa,0
anunge kunu vikunala salli hoynna epa bm.eki ka ekka nidagttat apita mokada,0
Okkoma dunna mudal yodawala niwasak nithi ahinsakayeakuta dunnanam hari neada Rs 100 ada monawada karanna puluwan meawanam vikara moda wada,0
Rs 500 gane wath thibunanam hodai.Mudala wagema kriyawath UTHUM.Mitath wada wadagath RAKIYA 10 labadimata uthsaha kirima.,0
me manthe salli dansal denna dufpath apema salli koitharam horakan karla adda thawa koitharam adda mu laga...,0
Nuugath sadachara kamak nethi un balayata apuwahama mewage dewal athi wenawa. Upekshawen bala idimu.,0
Mala jarawak ane piumi hansamali appiriyai,1
Ponna party,1
Muge.rekod.wala.tiyenawa.piyumi.samaga.kiyapu.dewal.aru.pons.keneklu,1
Me gon badu ape elaine na wasawal,1
Wal pukayo kello lamgata genwanawa,1
Ranjan aiyagen pukawal parissam karaganilla nangila tika hode😜😜😜😜😜😜😜,1
anunge awa hoyana ponsiyo meka balapalla,1
"GON RANJA HIRUNIKATA VITHARAK NEME PUKE ARALA THIYENNE, OYA VANACHARA BALLA THAWA NILIYANTA PUKE ARALA THIYANAWA. LANKAWE INNA EKAMA VANACHARA KUPADI NALUWA GON RANJA VITHARAI. BALAGENA RANGANA, RANJA OYAGE GAANITATH PUKE ARIWEE.",1
Samithage duwa Amma wagema niyama gon🐂 baduwak,1
Tu nodaken wanacara hatta,1
Badu illana taru samaga back side,1
Ara wassiyo tikata mahum ddanda unada dannaa. Ranja awitne,1
Nadakin oya gon ranjawa gennawe ai yako thopita lajja nadda,1
me ponna aanduwa thawa awrudu 3 bayawenna EPA gematama set weyan 👍👍👍👍👍🤞🤞🤞♥️,1
ea gaththu ewa unge genuta i hora genuntai hora amathi ballantath oennama denna aiye ea pakeyanta baya nowi,1
Kari basil uhge duwata denna athi salli 5000 k dunne nh hora basil wesika putha okata nam cancer ekak hadila marenna oneh,1
unlike karala thiyenne gon kuhaka haththa,1
Okage katata henagahapa,1
Hoda wada para ballata ganekawo tekat ganna one attadanhuwata balliyot rata kawa,1
Ranil kiyanne baleek,1
Unp eke ponna sinhala heththa... mujibar gena kiyaddi ke gahanawa... sabawa kal damma... pake anduwa..,1
unp jvp ponna keriyo,1
unp pisso horu kalakani saththu,1
ponna ranilayo uddaya ivara kale mahinda,1
Unp ponnayo tawath hambainta pukadenawa .ponna ranil thoge ammata hukapan keri ponnayo .thopi wagakiyapiyau me jeevita walata .,1
Unp ponnayo thopi hadigavilama palayan ballo,1
U.N.P.gon haththata dan sathutuda.,1
Nodakin kata karannawat danne ne ponna ranila,1
Pala ponna ranil,1
ranil a pita paw nodi mariyan,1
Virawansayo uba kauda kiyalah apita amataka na ballo topi dan ballo wage udubiruwata ahinsaka minissu kiyak tpoi maruwada j v p balla towah hadigawenna ona dan balla wage uduburanawa topitahe hena ganahawa sakkiliyo,1
Oya serama hambayo maranna oonea urro ( pig) damala,1
Me hutta monawsda me kiyanne .ponna ranila,1
Idakin me parlimentuwe inne harak mokekhari hari ho waradi kata karaddi katawal wahagana inna danne na munta metaram jivita nati welah munta ganak na tirisanun hodai topi ballanta wadiya nodaki hatta,1
"Ranilata katha karanna baha.uuta sinhala baha.thatamanawa.gihin reela wara.kari ponnaya.buddhi ansa hire daala,tho thamai mema vinasaya kale.",1
Kala kanni heththa mun sepa gannawa higana keri ballo thopita hena gahapiya,1
Yako topi balatanhawe maranogana..rata gana hetapiyui para ballo rala topit ballo ketannwat watinne naha..ballo topita wada dayak lankwe karanawa,1
yakko rilla rannil ponnayo nimal werawanssala kiyanne shatika atta mee jannatwa marrila duken asarRana wella innawellawaka mun parali menttu inha weve magul nattanawa munwa ghla panbana jannatawa idiriyata ennai dan onne,1
Rahuman Aran warella parata gal gahala maranna,1
Wal sakkili naki Ranilo... tho monawada oya kiyaeanna. Owa ape rata ta adala ne. Tho inne engalanthe da? Tho him a wevi jokes dala katha karanne. Thota sathutuda?,1
Ane Ranil nakiyo umbata sathutu athi. Umba Batalanda rajane. Umba adath mini le bala bala sathutu una. Umba ada katha karanne Hi the sathutu. Mu baila kiyanne. Monawada me wal booruwa kiyawanne? GooNP wal sakkilinta hari sathutui.,1
UNP para ballo mage rata keewa... thopita henagahapiyaw!!!!,1
Ane ponna lopiya puka,1
Ponna ranilo badurideen okata sambandai,1
SAKKILI BALLO,1
PAKE WIMALAYA,1
Me wage vikata ponna agamathi janadipathi kathanayaka enna rataka me wage vinasa wena aka ahanna deyakda,1
Me uththala ballo wage 😠😠😠😠,1
Ma sakkili danuth kagahanava kaudayako arakagahana sakkili rsttata mavavipatakvala munta bomba gahanna kanaknadda,1
"Sakkili ballo katha Kara Kara Muslim unwa eliyata danawa hina wewi kalakanni,minissu marila ballo thopi gu kapalla ohoma hina wenne..thopi marun nahane,sapa wewa ubalata",1
Oya kathanayaka ballawai ranilai gon maeththiri pabayai unta oya bomma gehuwanam rata ta hodawenawa ahinsaka minissu maranawata okun merila giyanam ratata hodak wenawa,1
POHOTTUWATA.JAYAWEWA...PUTHANAGE.JANABALAYATA...ANTHA.PARAJAI...HUKANO.....,1
Para Suddata PUKA dena Lankawe KALU suddo,1
jayawewa,0
Wellassa tv kawada peramune bandara sir atulu siyaludenata theruwan saranai,0
Pinwath daruwek saduni .bandaara mahath maya oba deviyange daruwek,0
Pcr nokara ennatha gannath epa,0
Dubai ape ayata haduna,0
"Wadak ne ennath kalata ,hadenawa oke aaraksawak nea",0
teruwan saranai,0
sadu sadu sadu ape sarta budu saranai😢😢😢💖💖💖💖💖💖💖💖💖,0
Bohoma sthuthi obata theruvan saranai 🙏🙏💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕,0
Sadu sadu sadu samatama samma sambudu saranai 🥀🥀🥀🥀🙏🙏💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕,0
Rajita malli budu saranai oyata apita niwassa dinawata,0
obata nirogisuwa pathami .. ❤❤❤❤❤❤👍👍👍👍👍,0
Oba.samata.taruwan.saranai.🙏🙏🙏🙏🙏🙏,0
subama suba rathriyak wewa siyaluma denata budusaranai.,0
Aubowan Rajitha putha. obata chiran jayathu.Theruwan sarani.,0
Taruwan saranai siyalu danata ma. Niduka nirogi bawaya. Sita a Patan siyalla sarataka Wawa,0
Pake deshapalane and pake news.topi okkama iwarai wadi klayak na,1
Dostharya harakek,1
Balamuko davas kiyak yaida kiya,0
Pakay katha nayaka... Api hithapu ratak da apata may labunay?,1
"Kauda bolamee himepano kadenalta
 kadenal kiyapallako",0
Bus gassthu wedikala dan dan 60 k pamanadagena yanawa hamathanama bus oyawage kara uda inne seatganata nevei magin geniyanne policiyata thuthi bus check karanawata eeye wagema edineda check karanna,0
Gada gahana ratak...gada gahana duushitha paalakayo......appiriyai,1
Ane ponnayo thopita pewethmak nehe rajapakshala mada gahana aka nethiwa enna behe,1
Nandaseena gootabaya fail fail fail😡,0
Ane janadi patti tumeni udau karana,0
Ane janadi patti tumeni me gammanetta udu karana pau ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,0
Oya ganu seratama hapan oya polisiytta mada gahana karane owa udgosana nemeballiyo🐕🐕🐕🐕🐕🐕🐕🐕🐕🐕🐕,1
Oba tumata dirgausa labew❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷👍👍👍👍👍👍👍👍👍,0
PCR TEST adu KARALA hamuvena rogeen pramanaya adu karanna puluvan (EKEN VENNE handuna nogath rogeen vadi vadiyeN samajagatha venava) namuth marana adu karanna puluvanda ? marana vadi venava.,0
Good morning,0
good morning sir,0
Sadu Sadu Sadu 🙏🙏🙏,0
Igenagatta nati moda hark innakam ape rata hadanna bha mokada unne me rajaya genave,0
"Hunu. Gal. Nidi. Thiyenawa. Pojja. Pitiya. Ehe. Patthen. Digatama. Thiyenawa. Ampitiya. Haraha. Digatama. , S. B. DISANAYAKE. ME. YALAGE. PATTHE. KAPU. LIYADDE. ME. HAMATHANAMA. THITENAWA.",0
UBALA. THAMAI. WENAS. KARANNA. ONI. ME. MINISSUNWA. Aimath. Ape. Ratata. Me. Ayo. Epa. Andu. Hadannata. Dan. Rate. Minissu. Mattu. Wela. Inne. Deepalla. Wena aluth. Pakshayakata.,0
pasqu comisama awul kiyana siyalu desapalana pacshawala un muslim neethiya wenas karanawata kamathi naththe ay.,0
Kalla kanni katanakyaa,1
Megolata tami dennaona 🎁🎁🎁🎁🎁🎁,0
Den okkamala babala wela 🙈🙉🙊,0
Aiyo aiyo bodubala bala,0
Ko thawath kade yana baiyo ? 😂😂,0
Malli carnt neni,0
Ko vides puwath.sirasthsala vitharada,0
thopi mariyaw desa paluwoooo.ratama iwarai..,1
Ane mun wage sakkili ponnayo tika tama ponniyak wina taram deyak nehe,1
ai ehema karanne?apita school yanna hoda nedda?,0
Sadu Sadu Sadu 🙏🙏🙏,0
Bandula buruwo tho gihin balapiya sathosa badu thiyanawadakiyala,1
telephone karayo dan babala wage katha kranne...unta mathaka na ungema aanduwa kale wechcha de kiyala...,0
Bella ko...Den e Drama ekath Iwarai...😀,0
Navina lokaye Piyambana bus erapan souysa.''Ada nosalaka herimen obata heta dawase wagakimen gelaviya noheka '',0
oya eana sanchrako gedaeinna ganu topee julla videsekaynta puoka dannakiyapan rate amtelage,1
Api piligannawa pahu gia aanduwe asamandakama hinda tama aprel prahara sidda une kiala et den tianne presne ei egollanta tama danduwam dunne ne kianeka tama,0
Rata wiruwanta hariyanna sancharakain genna patan aran tiyenne dan.,0
Horata... Hamadame horakang karanne dawasaka mattu veneva.... Deng divath petelaneva nede..... 🤔,0
GTA KNIGHT EKKA MATCHK GAHAMUKO,0
GTA KNIGHT WA GAMUKO,0
Emuletar eka bluestack 4 da,0
Ram eka kiyada bn ubge pc eke,0
Oya gahanne blue stacks 4da,0
Ai hemadaama dc venne peya thunak indala 😢😢😢,0
adee dan silabus aluth nisa paya 8 kiyanne paya 3i lu bn😂,0
guild ekata ganna rp bokka,0
Ade mokkda bn rp,0
rp emulator wala aim stuck wena ekata mk one bn..?? 🖤🇱🇰,0
Wimall vera wansa Rate janapathi wenna one ☝️ kawada hari,0
Hora haththa minimarim patan gaththada hathikare.,1
Menna maro minissu marenawa thope pohottuwa walalapan.,1
Nande mara wade hambanthota janathawath harahata kaiya pamanai.,0
Bala malu kawanam vidawapan balalo kiwwalu.,0
Wimale iba kiwwa neda Badudeen mekata hawul isbulla amarican thanapathinith hawul kiwwa ko ban chamal Badudeen kewakala 20 sammatha kala thrasthawadi hiren eliyata aragena 20 sammatha kala dan moka kiyanne.,0
Niyamai lankawe Inna thesapalakkaiyo 😭😭😭😭,0
nandasenata patalenawa penawa neda.,0
Kurunagala gas tika ewarai,0
Anay pala ballanta rata deelaa Deelaa Dan bana kelinawaa,1
Pana bayes rata pannaa mama wage,0
rata kewa,1
Gota kenna Borumai,0
🌷Den sepada,0
Balegena wedak nane den bale tiyene obalage gawa karapu katiyata daduwam denna bala bala ine natuwa daduwam karanna nikan kiya kiya innenatuw Lankawe inne 🐃🐃🐃🐃🐃🐃🐃🐃🐃 newe minisun,0
Pissek🙆‍♂️🤦‍♂️,1
Nandasena fail na udinma pass thamange paule unge Nadu okkoma itha sarthakawa iwara Kara .Dan eyala horu nemei harima suddawantha minissu . Mokada me rate inne 69 lakshayakath wada bath kana miharakne. Eyalat thamai oya nandasena oya Gon Katha kiyanne....,1
Keheliya thoththa babek Oka kiyana kisima deyak wiswasa karanna epa .unta chande dena wahal haththata Gu kawanna Oni .,1
Aye yako mechchra ad danne.,0
News balanda hithennath na dan AtthatMa keanthi yanawa,0
konda pana nathi nayakayek api mehe pitaratawala enna vidiyak naa hirawela inne asarana minissu gana hithanne nathi borukarayek wena kisima rataka nathi neethi,1
GOTABAYA. ANDU. GATTHE. PASKU. PRHARAYA. WIKUNALA. THAMAI. NATHNAM. ME. ANDUWATA. RATE. KAWRUTH CHANDAYAK. DENNE. NAHA. 2005 TO 2015. HODATA. MATHAKAI. RATE. PURAWASYANTA. PASKU. PRHARAYA. WIKUNALA. THAMAI. PUTUWA. GATTHE N,0
Aiyo 69 laksa chande😪😪😪,0
Ads samaga news.Gon channel akak,0
dan cheeneth aluthen pakshayak patan ganeeda rajayata pakshava?,0
POW. ME. AHINASAKA MINUSSUNTA. KARAPU. APARADA. DARUWO. PHARAGENA. KARAPU. APARADA. WALATA. SHAAPA. WADINNA. ONI. ME. KARAPU. AYATA.,1
"ME. APARADA. KARAWAPU. UNTA. AMU. AMUWE. HENA. GHANNA. ONI. MUNTA. SHAAAAPA. WADINNA ONI. DARUWANTA. DARUWANGE. DARUWANTA. POWEL. PITIN. SJAAAAPA. WADINNA. ONI. , POW. KARAYO. THRISANNU. WAGE. MANUSSINWA. MARA. DAMMATA. 🏴🏴🏴🏴🏴🏴",1
"ME. PASKU. PRHARAYE. ATTHA. SATHYA. API. RATE. OKKITAMA. DANAGANNA. ONI. , WASAN. KARANNA. DENNA. EPA. LOKU. APARADAYAK. RATE. MINISSINWA. AHINSAKA. MINISSUNWA. AMU AMUWE. GATHANAYA. KALA. GANNA. ME. NADUWA. ADIKARANAYATA. LANKAWE. PRJATHANTHRAWADAYA. NAHA. PITARATIN. JATHAYANTHARAYEN. ME. NADUWA. GANNA. PULUWAN. CARDINAL. UNWAHASETH. UANAWA. JATHYANTHARETA. , 🏴🏴🏴🏴⏭⏭♻♻♻♻ NISSHBDAWA. INNAWA. KIYANNE. API. WARADDA. BARA GANNAWA. WAGE. , MAITHREEPALA. JANADIPATHIWA. POHOOTUWEN. THAMAI. WARADI. KARAYA. KALEEEE. API. NEWWI.",0
YAHA. PALANAYATA. WARADDA. DANNA EPA. YAHA PALANAYA. WATTANNATA. KARAPU. KUMANTHARAYAK. API. RATE. OKKOMA. BUDDIMATHINTA. BALADARINTA. KATHA. KARANNE. ME. ANDUWA. NIDOS. WEEMATA. BORU WAPURA WAPURA. ATTHA. WAHANNATA. DAGALANAWA. DENNA. EPA. ATTHA. WASAN. KARANNATA. RATE. CATHOLIC. MINISSUNTA. WAGEMA. RATE. PURAWASIYANTA. KARANA. ASADARANAYAK. ME. NADUWA. LANKAWE. GANNA. BARINAM. JATHYANTGARAYAT. Geniyannalaaaaaa. BALAGENA. INNE. NATHUWA. PLEASE. ..,0
69 as pujakayo sinha rajayata wena aparada hu hu hu sepada sinhalaya modaya,1
"ANE. BORU. KIYANNA. EPA. RATAMA. DANNAWA. OBALAGE. PATIKIRIYA. RATE. MINISSINTA. AIMATH. ANDAWANNATA. ENAWA. PASKU. BOMBAYATA. GOTABAYALA. WAGA. KIYANNA. ONI. ,",0
ITHIN. KIYANNAKOOOOOO. ME. PASKU. PRHARAYA. KAWDA KEREWWE. KIYALA. WITHARAK. ETHAKOTA. EWI. PELIYATA. DAN. HIAPU. JNADIPATHI. THUMA PATTHATA. GANNE. BAYATA. SRILANKA. NIDAHAS. AKSHAYE. YAI. KIYALA,0
YAHA. PALANAYA. HODATA. WISHISTA. LESA. RATA. PALANAYA. KARANAWA. BALAGENA. INNA. BARUWA. ME. PASKU. PRHARHAYA. GASSUWE. DAN. AMATHKADA. DANNE. NAHA.,0
Gotabaya. War. Eka. Kalaye. Ratin. Panala. Giya. Hamuda. Karayek.,0
Ape kala tikath kapanawa.,0
Gobba sena,1
Ane noka idala merila palayau,1
"SF hari. Mokada 20 pennala minussu rawata yatin denawoo para. ☆☆☆☆
 USA kasadeta moragoda pimpi kapuwa behela weda wage.",1
Gon sirisena karannema oya wage weda aparade janatavage salli,1
